,state,date,R,CI_lower,CI_upper
1773,Madhya Pradesh,3/20/20,,,
1774,Madhya Pradesh,3/22/20,,,
1775,Madhya Pradesh,3/23/20,,,
1776,Madhya Pradesh,3/24/20,,,
1777,Madhya Pradesh,3/25/20,0.812662924,0.709978988,0.91534686
1778,Madhya Pradesh,3/26/20,2.609437912,1.900550498,3.318325327
1779,Madhya Pradesh,3/27/20,3.404055515,3.356143046,3.451967984
1780,Madhya Pradesh,3/28/20,2.889245806,2.72147822,3.057013393
1781,Madhya Pradesh,3/30/20,1.77505043,1.013383092,2.536717767
1782,Madhya Pradesh,3/31/20,2.010083889,1.633648061,2.386519716
1783,Madhya Pradesh,4/1/20,2.316353145,1.415172517,3.217533772
1784,Madhya Pradesh,4/2/20,1.496916708,1.23400157,1.759831846
1785,Madhya Pradesh,4/3/20,2.397098859,1.911840409,2.882357309
1786,Madhya Pradesh,4/4/20,1.466642695,0.620388638,2.312896753
1787,Madhya Pradesh,4/5/20,0.684147051,0.50271619,0.865577912
1788,Madhya Pradesh,4/6/20,2.340365013,1.999289889,2.681440137
1789,Madhya Pradesh,4/7/20,1.138342374,1.001395673,1.275289074
1790,Madhya Pradesh,4/8/20,2.156601405,1.454562925,2.858639885
1791,Madhya Pradesh,4/9/20,2.503783366,2.477222998,2.530343733
1792,Madhya Pradesh,4/10/20,0.906812086,0.394388443,1.41923573
1793,Madhya Pradesh,4/11/20,1.708875213,1.189028858,2.228721568
1794,Madhya Pradesh,4/12/20,0.618788721,0.610147456,0.627429986
1795,Madhya Pradesh,4/13/20,0.60656253,0,1.21312506
1796,Madhya Pradesh,4/14/20,1.952575078,1.214549722,2.690600434
1797,Madhya Pradesh,4/15/20,2.600334665,2.211230057,2.989439272
1798,Madhya Pradesh,4/16/20,3.590007443,3.52298933,3.657025556
1799,Madhya Pradesh,4/17/20,2.32053686,1.881902501,2.759171218
1800,Madhya Pradesh,4/18/20,0.590981839,0.013226776,1.168736902
1801,Madhya Pradesh,4/19/20,0,0,0
1802,Madhya Pradesh,4/20/20,0,0,0
1803,Madhya Pradesh,4/21/20,0.106956672,0.05769151,0.156221834
1804,Madhya Pradesh,4/22/20,1.376221521,0.629400139,2.123042903
1805,Madhya Pradesh,4/23/20,3.688379396,3.00598035,4.370778442
1806,Madhya Pradesh,4/24/20,1.944544678,1.657724551,2.231364806
1807,Madhya Pradesh,4/25/20,2.195576622,2.019794934,2.371358311
1808,Madhya Pradesh,4/26/20,2.403341962,1.885309035,2.92137489
1809,Madhya Pradesh,4/27/20,0,0,0
1810,Madhya Pradesh,4/28/20,0.143663403,0,0.287326807
1811,Madhya Pradesh,4/29/20,0.748561188,0.532747166,0.964375211
1812,Madhya Pradesh,4/30/20,0.443762174,0,0.887524348
1813,Madhya Pradesh,5/1/20,1.285255538,0.878948737,1.691562338
1814,Madhya Pradesh,5/2/20,,,
1815,Madhya Pradesh,5/3/20,,,
1816,Madhya Pradesh,5/4/20,,,
1817,Madhya Pradesh,5/5/20,,,
1818,Madhya Pradesh,5/6/20,,,
1819,Madhya Pradesh,5/7/20,,,
1820,Madhya Pradesh,5/8/20,,,
1821,Madhya Pradesh,5/9/20,,,
1822,Madhya Pradesh,5/10/20,,,
1823,Madhya Pradesh,5/11/20,,,
1824,Madhya Pradesh,5/12/20,,,
1825,Madhya Pradesh,5/13/20,,,
1826,Madhya Pradesh,5/14/20,0.353082628,0,0.706165257
1827,Madhya Pradesh,5/15/20,0.445854581,0,0.891709162
1828,Madhya Pradesh,5/16/20,1.849994527,1.565730933,2.134258121
1829,Madhya Pradesh,5/17/20,2.297003368,1.331054902,3.262951833
1830,Madhya Pradesh,5/18/20,2.280703415,1.818444543,2.742962288
1831,Madhya Pradesh,5/19/20,0.457637465,0,0.915274931
1832,Madhya Pradesh,5/20/20,0.369961873,0.175548986,0.564374759
1833,Madhya Pradesh,5/21/20,1.226059271,0.461232819,1.990885723
1834,Madhya Pradesh,5/22/20,,,
1835,Madhya Pradesh,5/23/20,,,
1836,Madhya Pradesh,5/24/20,,,
1837,Madhya Pradesh,5/25/20,,,
1838,Madhya Pradesh,5/26/20,1.685273002,1.130963592,2.239582412
1839,Madhya Pradesh,5/27/20,,,
1840,Madhya Pradesh,5/28/20,,,
1841,Madhya Pradesh,5/29/20,,,
1842,Madhya Pradesh,5/30/20,,,
1843,Madhya Pradesh,5/31/20,,,
1844,Madhya Pradesh,6/1/20,,,
1845,Madhya Pradesh,6/2/20,,,
1846,Madhya Pradesh,6/3/20,,,
1847,Madhya Pradesh,6/4/20,,,
1848,Madhya Pradesh,6/5/20,,,
1849,Madhya Pradesh,6/6/20,,,
1850,Madhya Pradesh,6/7/20,,,
1851,Madhya Pradesh,6/8/20,,,
1852,Madhya Pradesh,6/9/20,,,
1853,Madhya Pradesh,6/10/20,,,
1854,Madhya Pradesh,6/11/20,1.812728533,1.453363291,2.172093775
1855,Madhya Pradesh,6/12/20,1.701502898,1.300647246,2.10235855
1856,Madhya Pradesh,6/13/20,1.285725123,0.472493056,2.09895719
1857,Madhya Pradesh,6/14/20,,,
1858,Madhya Pradesh,6/15/20,,,
1859,Madhya Pradesh,6/16/20,,,
1860,Madhya Pradesh,6/17/20,,,
1861,Madhya Pradesh,6/18/20,,,
1862,Rajasthan,3/3/20,,,
1863,Rajasthan,3/4/20,,,
1864,Rajasthan,3/10/20,,,
1865,Rajasthan,3/14/20,,,
1866,Rajasthan,3/18/20,,,
1867,Rajasthan,3/19/20,,,
1868,Rajasthan,3/20/20,2.402368799,1.65894134,3.145796258
1869,Rajasthan,3/21/20,2.432006207,1.525449975,3.338562439
1870,Rajasthan,3/22/20,2.137207108,2.049373759,2.225040457
1871,Rajasthan,3/23/20,1.170463293,1.11614425,1.224782337
1872,Rajasthan,3/25/20,0.548670673,0,1.097341346
1873,Rajasthan,3/26/20,0.21690566,0,0.43381132
1874,Rajasthan,3/27/20,1.213793984,0.761417635,1.666170334
1875,Rajasthan,3/28/20,1.396717871,0.86161315,1.931822591
1876,Rajasthan,3/29/20,1.164252033,1.158050569,1.170453498
1877,Rajasthan,3/30/20,3.067583278,2.271913422,3.863253135
1878,Rajasthan,3/31/20,2.364334744,2.184371,2.544298488
1879,Rajasthan,4/1/20,3.424352213,3.196809756,3.651894671
1880,Rajasthan,4/2/20,2.105563741,1.752605423,2.45852206
1881,Rajasthan,4/3/20,1.795855137,1.207314998,2.384395276
1882,Rajasthan,4/4/20,1.84622076,1.654269816,2.038171705
1883,Rajasthan,4/5/20,2.158260753,2.047969436,2.268552069
1884,Rajasthan,4/6/20,2.139645198,1.347452441,2.931837955
1885,Rajasthan,4/7/20,1.07726434,0.284451185,1.870077495
1886,Rajasthan,4/8/20,1.275271246,1.072390141,1.478152351
1887,Rajasthan,4/9/20,1.321657946,0.730121944,1.913193948
1888,Rajasthan,4/10/20,2.351797925,1.936688379,2.766907472
1889,Rajasthan,4/11/20,2.644848327,1.662887009,3.626809645
1890,Rajasthan,4/12/20,2.231735094,1.894023664,2.569446525
1891,Rajasthan,4/13/20,1.180284569,0.576098352,1.784470786
1892,Rajasthan,4/14/20,0.896226529,0.185352593,1.607100464
1893,Rajasthan,4/15/20,0.347076108,0,0.694152216
1894,Rajasthan,4/16/20,0.227982478,0,0.455964956
1895,Rajasthan,4/17/20,0.714968965,0,1.429937929
1896,Rajasthan,4/18/20,1.283033618,0.554737773,2.011329464
1897,Rajasthan,4/19/20,1.979851139,1.395014925,2.564687353
1898,Rajasthan,4/20/20,1.747249432,1.373548643,2.120950221
1899,Rajasthan,4/21/20,1.406912771,0.828169357,1.985656184
1900,Rajasthan,4/22/20,1.345025516,0.548131154,2.141919878
1901,Rajasthan,4/23/20,0.689278808,0.591983464,0.786574151
1902,Rajasthan,4/24/20,0.248186916,0,0.496373833
1903,Rajasthan,4/25/20,0,0,0
1904,Rajasthan,4/26/20,0.414499124,0,0.828998248
1905,Rajasthan,4/27/20,,,
1906,Rajasthan,4/28/20,,,
1907,Rajasthan,4/29/20,,,
1908,Rajasthan,4/30/20,,,
1909,Rajasthan,5/1/20,,,
1910,Rajasthan,5/2/20,,,
1911,Rajasthan,5/3/20,,,
1912,Rajasthan,5/4/20,,,
1913,Rajasthan,5/5/20,,,
1914,Rajasthan,5/6/20,,,
1915,Rajasthan,5/7/20,,,
1916,Rajasthan,5/8/20,,,
1917,Rajasthan,5/9/20,,,
1918,Rajasthan,5/10/20,,,
1919,Rajasthan,5/11/20,,,
1920,Rajasthan,5/12/20,,,
1921,Rajasthan,5/13/20,1.265920707,0.775815312,1.756026101
1922,Rajasthan,5/14/20,2.683351757,1.761712651,3.604990863
1923,Rajasthan,5/15/20,3.116517031,2.267409579,3.965624482
1924,Rajasthan,5/16/20,,,
1925,Rajasthan,5/17/20,,,
1926,Rajasthan,5/18/20,,,
1927,Rajasthan,5/19/20,,,
1928,Rajasthan,5/20/20,0,0,0
1929,Rajasthan,5/21/20,0.852827715,0.729484713,0.976170718
1930,Rajasthan,5/22/20,2.072166826,1.995481787,2.148851865
1931,Rajasthan,5/23/20,4.345668113,3.963912114,4.727424113
1932,Rajasthan,5/24/20,1.833586697,1.82224923,1.844924165
1933,Rajasthan,5/25/20,0.857781028,0.466582636,1.24897942
1934,Rajasthan,5/26/20,0,0,0
1935,Rajasthan,5/27/20,,,
1936,Rajasthan,5/28/20,,,
1937,Rajasthan,5/29/20,,,
1938,Rajasthan,5/30/20,,,
1939,Rajasthan,5/31/20,,,
1940,Rajasthan,6/1/20,,,
1941,Rajasthan,6/2/20,,,
1942,Rajasthan,6/3/20,,,
1943,Rajasthan,6/4/20,,,
1944,Rajasthan,6/5/20,,,
1945,Rajasthan,6/6/20,,,
1946,Rajasthan,6/7/20,,,
1947,Rajasthan,6/8/20,,,
1948,Rajasthan,6/9/20,,,
1949,Rajasthan,6/10/20,,,
1950,Rajasthan,6/11/20,,,
1951,Rajasthan,6/12/20,,,
1952,Rajasthan,6/13/20,,,
1953,Rajasthan,6/14/20,,,
1954,Rajasthan,6/15/20,,,
1955,Rajasthan,6/16/20,,,
1956,Rajasthan,6/17/20,,,
1957,Rajasthan,6/18/20,,,
1958,Assam,3/31/20,,,
1959,Assam,4/1/20,,,
1960,Assam,4/3/20,,,
1961,Assam,4/4/20,,,
1962,Assam,4/7/20,0.742516768,0.432875498,1.052158039
1963,Assam,4/9/20,0,0,0
1964,Assam,4/12/20,0,0,0
1965,Assam,4/13/20,0.619743789,0,1.239487577
1966,Assam,4/14/20,0.796133182,0.006590823,1.585675541
1967,Assam,4/16/20,1.439682913,0.530836066,2.34852976
1968,Assam,4/23/20,0.901235505,0.011805008,1.790666002
1969,Assam,4/28/20,1.012466676,0.275959134,1.748974218
1970,Assam,4/29/20,,,
1971,Assam,4/30/20,,,
1972,Assam,5/1/20,,,
1973,Assam,5/5/20,,,
1974,Assam,5/6/20,,,
1975,Assam,5/7/20,,,
1976,Assam,5/8/20,,,
1977,Assam,5/9/20,,,
1978,Assam,5/10/20,0,0,0
1979,Assam,5/11/20,,,
1980,Assam,5/13/20,,,
1981,Assam,5/14/20,,,
1982,Assam,5/15/20,,,
1983,Assam,5/16/20,0,0,0
1984,Assam,5/17/20,0,0,0
1985,Assam,5/18/20,1.994106264,1.833130368,2.155082161
1986,Assam,5/19/20,5.316687473,4.979016411,5.654358535
1987,Assam,5/20/20,4.244819527,3.365168747,5.124470307
1988,Assam,5/21/20,2.13323081,2.021223173,2.245238446
1989,Assam,5/22/20,2.101852552,1.750504041,2.453201063
1990,Assam,5/23/20,2.172041007,1.924083037,2.419998977
1991,Assam,5/24/20,2.656471167,1.989433342,3.323508992
1992,Assam,5/25/20,3.086108193,2.416187615,3.75602877
1993,Assam,5/26/20,1.64723531,1.419122683,1.875347938
1994,Assam,5/27/20,1.048008258,0.633269427,1.462747089
1995,Assam,5/28/20,1.170760348,0.537692445,1.803828251
1996,Assam,5/29/20,0.60079854,0.050003253,1.151593827
1997,Assam,5/30/20,1.241223994,0.765199022,1.717248966
1998,Assam,5/31/20,1.485057872,0.965565705,2.004550039
1999,Assam,6/1/20,0.296291484,0,0.592582967
2000,Assam,6/2/20,0,0,0
2001,Assam,6/3/20,0,0,0
2002,Assam,6/4/20,1.676235087,1.576491676,1.775978499
2003,Assam,6/5/20,1.574962636,0.683885175,2.466040096
2004,Assam,6/6/20,1.764695921,1.482688095,2.046703748
2005,Assam,6/7/20,2.732074542,2.606339671,2.857809413
2006,Assam,6/8/20,,,
2007,Assam,6/9/20,,,
2008,Assam,6/10/20,,,
2009,Assam,6/11/20,,,
2010,Assam,6/12/20,,,
2011,Assam,6/13/20,,,
2012,Assam,6/14/20,,,
2013,Assam,6/15/20,,,
2014,Assam,6/16/20,,,
2015,Assam,6/17/20,,,
2016,Assam,6/18/20,,,
2017,Jammu and Kashmir,3/9/20,,,
2018,Jammu and Kashmir,3/13/20,,,
2019,Jammu and Kashmir,3/16/20,,,
2020,Jammu and Kashmir,3/18/20,,,
2021,Jammu and Kashmir,3/24/20,,,
2022,Jammu and Kashmir,3/25/20,,,
2023,Jammu and Kashmir,3/26/20,,,
2024,Jammu and Kashmir,3/27/20,,,
2025,Jammu and Kashmir,3/28/20,,,
2026,Jammu and Kashmir,3/29/20,1.733168534,0.964135192,2.502201877
2027,Jammu and Kashmir,3/30/20,2.208122206,1.955691241,2.460553171
2028,Jammu and Kashmir,3/31/20,0.916472958,0.284821991,1.548123924
2029,Jammu and Kashmir,4/1/20,0.47212157,0,0.94424314
2030,Jammu and Kashmir,4/2/20,1.244011067,0.797617023,1.690405112
2031,Jammu and Kashmir,4/3/20,0.355383676,0.280005853,0.430761498
2032,Jammu and Kashmir,4/4/20,1.873217757,0.896243146,2.850192367
2033,Jammu and Kashmir,4/5/20,2.070033082,1.179235136,2.960831027
2034,Jammu and Kashmir,4/6/20,0.533980456,0.341694406,0.726266505
2035,Jammu and Kashmir,4/7/20,1.295850282,0.929987637,1.661712928
2036,Jammu and Kashmir,4/8/20,1.730059914,1.097869542,2.362250286
2037,Jammu and Kashmir,4/9/20,2.817986845,2.002205958,3.633767732
2038,Jammu and Kashmir,4/10/20,3.279635835,2.499457734,4.059813936
2039,Jammu and Kashmir,4/11/20,0.880117949,0,1.760235898
2040,Jammu and Kashmir,4/12/20,0.335573279,0,0.671146559
2041,Jammu and Kashmir,4/13/20,0.915293398,0.751463922,1.079122873
2042,Jammu and Kashmir,4/14/20,0.136778566,0,0.273557132
2043,Jammu and Kashmir,4/15/20,0.775288661,0,1.550577323
2044,Jammu and Kashmir,4/16/20,0.530618206,0,1.061236412
2045,Jammu and Kashmir,4/17/20,0.699989399,0.588325378,0.811653419
2046,Jammu and Kashmir,4/18/20,1.259515254,0.903674944,1.615355564
2047,Jammu and Kashmir,4/19/20,0.436852918,0.432690622,0.441015214
2048,Jammu and Kashmir,4/20/20,0.962946014,0.910499905,1.015392122
2049,Jammu and Kashmir,4/21/20,0.882903306,0.413877311,1.351929302
2050,Jammu and Kashmir,4/22/20,1.690866155,1.494580109,1.887152201
2051,Jammu and Kashmir,4/23/20,2.059277277,1.486617252,2.631937302
2052,Jammu and Kashmir,4/24/20,1.762140052,1.279218563,2.245061541
2053,Jammu and Kashmir,4/25/20,2.053920508,1.880455585,2.227385432
2054,Jammu and Kashmir,4/26/20,1.39719199,0.424261039,2.37012294
2055,Jammu and Kashmir,4/27/20,,,
2056,Jammu and Kashmir,4/28/20,,,
2057,Jammu and Kashmir,4/29/20,,,
2058,Jammu and Kashmir,4/30/20,,,
2059,Jammu and Kashmir,5/1/20,,,
2060,Jammu and Kashmir,5/2/20,,,
2061,Jammu and Kashmir,5/3/20,,,
2062,Jammu and Kashmir,5/4/20,,,
2063,Jammu and Kashmir,5/5/20,,,
2064,Jammu and Kashmir,5/6/20,,,
2065,Jammu and Kashmir,5/7/20,,,
2066,Jammu and Kashmir,5/8/20,,,
2067,Jammu and Kashmir,5/9/20,0,0,0
2068,Jammu and Kashmir,5/10/20,0.242314298,0,0.484628597
2069,Jammu and Kashmir,5/11/20,,,
2070,Jammu and Kashmir,5/12/20,,,
2071,Jammu and Kashmir,5/13/20,,,
2072,Jammu and Kashmir,5/14/20,,,
2073,Jammu and Kashmir,5/15/20,,,
2074,Jammu and Kashmir,5/16/20,,,
2075,Jammu and Kashmir,5/17/20,,,
2076,Jammu and Kashmir,5/18/20,5.820769934,5.110801094,6.530738773
2077,Jammu and Kashmir,5/19/20,,,
2078,Jammu and Kashmir,5/20/20,,,
2079,Jammu and Kashmir,5/21/20,,,
2080,Jammu and Kashmir,5/22/20,,,
2081,Jammu and Kashmir,5/23/20,0,0,0
2082,Jammu and Kashmir,5/24/20,0,0,0
2083,Jammu and Kashmir,5/25/20,1.598296349,0.881327761,2.315264936
2084,Jammu and Kashmir,5/26/20,4.097253713,3.392761003,4.801746423
2085,Jammu and Kashmir,5/27/20,3.393818807,2.996739701,3.790897913
2086,Jammu and Kashmir,5/28/20,3.42204026,2.920533389,3.92354713
2087,Jammu and Kashmir,5/29/20,2.153714282,1.981631699,2.325796864
2088,Jammu and Kashmir,5/30/20,1.667686692,1.265334336,2.070039047
2089,Jammu and Kashmir,5/31/20,0.659106072,0.574081325,0.744130819
2090,Jammu and Kashmir,6/1/20,1.071409793,0.845515388,1.297304199
2091,Jammu and Kashmir,6/2/20,0.93286894,0.494675679,1.371062201
2092,Jammu and Kashmir,6/3/20,0.598425962,0,1.196851924
2093,Jammu and Kashmir,6/4/20,1.820713231,1.136066052,2.50536041
2094,Jammu and Kashmir,6/5/20,1.47796061,1.468860106,1.487061115
2095,Jammu and Kashmir,6/6/20,1.177287626,0.530409026,1.824166226
2096,Jammu and Kashmir,6/7/20,2.370803359,2.162761099,2.578845618
2097,Jammu and Kashmir,6/8/20,0.61441168,0.111947913,1.116875446
2098,Jammu and Kashmir,6/9/20,,,
2099,Jammu and Kashmir,6/10/20,,,
2100,Jammu and Kashmir,6/11/20,,,
2101,Jammu and Kashmir,6/12/20,,,
2102,Jammu and Kashmir,6/13/20,,,
2103,Jammu and Kashmir,6/14/20,,,
2104,Jammu and Kashmir,6/15/20,,,
2105,Jammu and Kashmir,6/16/20,,,
2106,Jammu and Kashmir,6/17/20,,,
2107,Jammu and Kashmir,6/18/20,,,
2108,Jharkhand,3/31/20,,,
2109,Jharkhand,4/2/20,,,
2110,Jharkhand,4/5/20,,,
2111,Jharkhand,4/6/20,,,
2112,Jharkhand,4/9/20,2.027157831,1.557531064,2.496784598
2113,Jharkhand,4/10/20,1.693299017,1.651731029,1.734867005
2114,Jharkhand,4/11/20,1.901845909,1.020079889,2.783611928
2115,Jharkhand,4/12/20,1.444168795,0.685745648,2.202591943
2116,Jharkhand,4/13/20,0.758786925,0.670070933,0.847502918
2117,Jharkhand,4/14/20,2.354025101,1.605274009,3.102776192
2118,Jharkhand,4/15/20,0.104120265,0,0.208240531
2119,Jharkhand,4/16/20,0,0,0
2120,Jharkhand,4/17/20,0,0,0
2121,Jharkhand,4/18/20,0.450693856,0.092515408,0.808872304
2122,Jharkhand,4/19/20,3.079441542,2.486317797,3.672565286
2123,Jharkhand,4/20/20,1.490414627,0.658408131,2.322421122
2124,Jharkhand,4/21/20,1.287682072,0.36178637,2.213577775
2125,Jharkhand,4/23/20,2.372383127,1.672848177,3.071918077
2126,Jharkhand,4/24/20,1.647341109,1.014764141,2.279918076
2127,Jharkhand,4/25/20,2.761458151,2.151771933,3.371144368
2128,Jharkhand,4/26/20,2.139540492,1.781517181,2.497563803
2129,Jharkhand,4/27/20,2.345448561,1.688278703,3.002618419
2130,Jharkhand,4/28/20,,,
2131,Jharkhand,4/29/20,,,
2132,Jharkhand,4/30/20,,,
2133,Jharkhand,5/1/20,,,
2134,Jharkhand,5/2/20,,,
2135,Jharkhand,5/3/20,,,
2136,Jharkhand,5/5/20,,,
2137,Jharkhand,5/6/20,,,
2138,Jharkhand,5/7/20,,,
2139,Jharkhand,5/8/20,,,
2140,Jharkhand,5/9/20,,,
2141,Jharkhand,5/10/20,,,
2142,Jharkhand,5/11/20,,,
2143,Jharkhand,5/12/20,,,
2144,Jharkhand,5/13/20,,,
2145,Jharkhand,5/14/20,,,
2146,Jharkhand,5/15/20,,,
2147,Jharkhand,5/16/20,,,
2148,Jharkhand,5/17/20,,,
2149,Jharkhand,5/18/20,,,
2150,Jharkhand,5/19/20,,,
2151,Jharkhand,5/20/20,,,
2152,Jharkhand,5/21/20,,,
2153,Jharkhand,5/22/20,0.88497352,0.542562222,1.227384819
2154,Jharkhand,5/23/20,0.66597937,0.135434975,1.196523766
2155,Jharkhand,5/24/20,0,0,0
2156,Jharkhand,5/25/20,2.050030414,1.450212449,2.64984838
2157,Jharkhand,5/26/20,1.447264184,1.037973494,1.856554873
2158,Jharkhand,5/27/20,,,
2159,Jharkhand,5/28/20,,,
2160,Jharkhand,5/29/20,,,
2161,Jharkhand,5/30/20,,,
2162,Jharkhand,5/31/20,2.514608357,2.350965841,2.678250873
2163,Jharkhand,6/1/20,,,
2164,Jharkhand,6/2/20,,,
2165,Jharkhand,6/3/20,,,
2166,Jharkhand,6/4/20,,,
2167,Jharkhand,6/5/20,,,
2168,Jharkhand,6/6/20,,,
2169,Jharkhand,6/7/20,,,
2170,Jharkhand,6/8/20,1.260032318,0.663476514,1.856588122
2171,Jharkhand,6/9/20,1.236949973,1.218101711,1.255798236
2172,Jharkhand,6/10/20,1.093036353,0.153356671,2.032716035
2173,Jharkhand,6/11/20,0,0,0
2174,Jharkhand,6/12/20,0,0,0
2175,Jharkhand,6/13/20,,,
2176,Jharkhand,6/14/20,,,
2177,Jharkhand,6/15/20,,,
2178,Jharkhand,6/16/20,,,
2179,Jharkhand,6/17/20,,,
2180,Jharkhand,6/18/20,,,
2181,Goa,3/25/20,,,
2182,Goa,3/29/20,,,
2183,Goa,4/3/20,,,
2184,Goa,4/4/20,,,
2185,Goa,5/14/20,1.153951481,0.887523304,1.420379657
2186,Goa,5/16/20,1.242854357,0.887874641,1.597834072
2187,Goa,5/17/20,1.276265808,1.070331688,1.482199928
2188,Goa,5/18/20,1.309474357,1.272566847,1.346381868
2189,Goa,5/19/20,2.147733481,1.283640676,3.011826286
2190,Goa,5/20/20,1.267271075,0.851263427,1.683278723
2191,Goa,5/21/20,0.189069784,0,0.378139568
2192,Goa,5/22/20,,,
2193,Goa,5/23/20,,,
2194,Goa,5/24/20,,,
2195,Goa,5/25/20,,,
2196,Goa,5/26/20,,,
2197,Goa,5/27/20,,,
2198,Goa,5/28/20,,,
2199,Goa,5/29/20,,,
2200,Goa,5/30/20,,,
2201,Goa,5/31/20,,,
2202,Goa,6/1/20,,,
2203,Goa,6/2/20,,,
2204,Goa,6/3/20,,,
2205,Goa,6/4/20,,,
2206,Goa,6/5/20,,,
2207,Goa,6/6/20,4.153390109,4.027644548,4.279135669
2208,Goa,6/7/20,1.925205799,1.212645631,2.637765968
2209,Goa,6/8/20,,,
2210,Goa,6/9/20,,,
2211,Goa,6/10/20,,,
2212,Goa,6/11/20,,,
2213,Goa,6/12/20,1.659837142,1.591584132,1.728090151
2214,Goa,6/13/20,1.936234176,1.475623348,2.396845004
2215,Goa,6/14/20,1.616883434,1.324098511,1.909668356
2216,Goa,6/15/20,0.345380102,0,0.690760204
2217,Goa,6/16/20,0.204566229,0.037051165,0.372081292
2218,Goa,6/17/20,0,0,0
2219,Goa,6/18/20,0.942288715,0,1.88457743